,budget,compositeur,date,duree,entrees_premiere_semaine,franchise,genre,pays,producteur,remake,salles_premiere_semaine,titre,scoring_acteurs_realisateurs,season,coeff_studio
2535,65000000,,2017-01-18,128,141441,,Thriller,Etats-Unis,,,300,Ils vivent la Nuit,0.7586206896551724,Hiver,3
2536,30000000,,2016-08-03,87,141432,,Film familial,Etats-Unis,Luc Besson,,345,Ma vie de chat,0.0,Été,2
2537,0,,2018-04-18,123,141268,,Drame,Espagne,,,256,Escobar,0.3103448275862069,Printemps,2
2538,8500000,,2013-08-21,127,141241,,Drame,Etats-Unis,,,202,Jobs,0.0,Été,0
2539,34200000,,1999-09-22,93,141577,,Comédie,Etats-Unis,Adam Sandler,,495,Big Daddy,0.0,Automne,3
2540,60000000,,2014-10-15,97,142863,,Animation,Etats-Unis,,,293,Les Boxtrolls,0.0,Automne,3
2541,6274388,,2008-05-21,150,142865,,Comédie dramatique,France,,,102,Un conte de Noël,0.2413793103448276,Printemps,0
2542,28000000,,1995-06-07,137,142781,,Drame,Etats-Unis,,,178,Rob Roy,0.0,Été,0
2543,0,,2022-09-07,105,142841,,Drame,France,,,279,Revoir Paris,0.3103448275862069,Automne,2
2544,25000000,,2008-05-14,90,143131,,Thriller,Etats-Unis,,,156,Cleaner,0.1034482758620689,Printemps,0
2545,5140000,,2016-03-23,95,143215,,Comédie,France,,,240,Rosalie Blum,0.0,Printemps,2
2546,28000000,Alan Silvestri,2002-02-20,87,144404,,Romance,Etats-Unis,,,196,Un amour à New York,0.0,Hiver,0
2547,0,,2008-03-26,103,143230,,Thriller,Grande-Bretagne,,,193,Crimes à Oxford,0.0,Printemps,0
2548,5306900,,2017-02-22,114,144010,,Drame,France,,,235,Chez Nous,0.0,Hiver,2
2549,30000000,,2014-09-03,119,143362,,Horreur,Etats-Unis,Jerry Brukheimer,,238,Délivre-nous du mal,0.0,Automne,3
2550,18558016,,2008-12-10,86,144299,,Comédie,France,,Remake,595,L'Emmerdeur (2008),0.0,Hiver,2
2551,30000000,,2009-02-11,100,144059,,Comédie,Etats-Unis,,,241,Meilleures ennemies,0.1034482758620689,Hiver,3
2552,7996488,,2014-07-16,116,144601,,Drame,France,,,281,L'Homme qu'on aimait trop,0.6206896551724138,Été,0
2553,33000000,,2020-08-19,90,144754,,Thriller,Etats-Unis,,,269,Enragé,0.1379310344827586,Été,2
2554,8129124,,2012-03-28,91,144635,,Comédie,France,,,186,2 Days In New York,0.0,Printemps,2
2555,7990000,,2013-11-27,102,144290,,Drame,France,,,225,Avant l'hiver,0.2068965517241379,Automne,2
2556,42000000,James Horner,2004-12-01,91,144152,,Thriller,Etats-Unis,,,238,Mémoire effacée,0.0,Hiver,1
2557,10733783,,2012-12-26,94,143987,,Drame,France,,,352,L'Homme qui rit,0.4137931034482758,Hiver,2
2558,6930000,,2014-04-23,97,143569,,Comédie dramatique,France,,,211,Dans la cour,0.2413793103448276,Printemps,0
2559,3500000,,2021-09-01,105,143968,,Comédie dramatique,France,,,546,Un Triomphe,0.0689655172413793,Automne,1
2560,19000000,,2017-11-22,108,143410,,Science Fiction,Etats-Unis,,Remake,230,L'Expérience interdite (2017),0.0,Automne,3
2561,42000000,,2012-06-06,109,144955,,Comédie,Etats-Unis,Neal H. Moritz,,191,21 Jump Street,0.2758620689655172,Été,3
2562,0,,1995-02-15,130,144892,,Drame,Etats-Unis,,,142,Quiz Show,0.4137931034482759,Hiver,2
2563,10000000,,1999-06-30,95,145278,,Romance,Etats-Unis,,,240,Elle est trop bien,0.0,Été,0
2564,59000000,,2018-04-11,90,145139,,Animation,Etats-Unis,,,394,Sherlock Gnomes,0.3103448275862069,Printemps,3
2565,30000000,,2018-05-09,107,145073,,Aventure - Action,Etats-Unis,,Remake,250,Death Wish (2018),0.0344827586206896,Printemps,3
2566,5000000,,2022-03-23,97,145097,,Comédie,France,,,424,La Brigade,0.1724137931034483,Printemps,1
2567,3749928,,2015-06-10,105,147598,,Comédie,France,,,251,Comme un avion,0.1034482758620689,Été,2
2568,0,,2021-06-16,85,146389,,Comédie,France,,,632,Un tour chez ma fille,0.0689655172413793,Été,2
2569,0,,1997-07-30,106,146447,,Thriller,Etats-Unis,,,203,Meurtre à la Maison-Blanche,0.0,Été,3
2570,38000000,,2010-12-08,112,146971,,Comédie,Etats-Unis,,,213,Bébé mode d'emploi,0.0,Hiver,3
2571,29000000,James Newton Howard,1993-11-10,110,146850,,Comédie,Etats-Unis,,,87,Président d'un jour,0.0689655172413793,Automne,3
2572,40000000,,2014-12-17,108,147054,,Comédie,Etats-Unis,,,295,Dumb & Dumber De,0.0689655172413793,Hiver,0
2573,45000000,,1999-11-17,88,146588,,Thriller,Etats-Unis,,,295,Mrs. Tingle,0.0,Automne,0
2574,20000000,,2008-03-05,101,146496,,Comédie,Etats-Unis,,,190,Soyez sympas rembobinez,0.0,Printemps,2
2575,0,,2004-03-31,102,146351,,Animation,Japon,,,313,"Kiki, la petite sorcière",0.0689655172413793,Printemps,2
2576,60000000,,2005-08-31,105,147141,,Horreur,Etats-Unis,,Remake,295,Dark Water,0.0689655172413793,Été,3
2577,12300000,,2009-12-16,94,147699,,Aventure - Action,France,,,356,Le Dernier vol,0.8275862068965517,Hiver,2
2578,30000000,,2003-10-29,108,147722,,Drame,Etats-Unis,,,200,La Couleur du mensonge,0.5862068965517242,Automne,2
2579,63000000,James Newton Howard,1994-08-31,190,148131,,Western,Etats-Unis,,,258,Wyatt Earp,0.2413793103448276,Été,3
2580,30000000,,2008-02-06,126,148178,,Romance,Etats-Unis,,,212,P.S. I Love You,0.1379310344827586,Hiver,2
2581,18000000,,2004-06-16,95,148345,,Musical,Etats-Unis,,,298,Honey,0.0,Été,0
2582,31000000,,1996-03-27,105,148007,,Comédie,Etats-Unis,,,-,Get Shorty,0.1034482758620689,Printemps,0
2583,45000000,,2019-10-30,151,147991,,Thriller,Etats-Unis,,,381,Doctor Sleep,0.1034482758620689,Automne,3
2584,0,,2004-09-08,126,148254,,Drame,Argentine,,,203,Carnets de voyage,0.0,Automne,0
2585,14000000,,2021-07-14,139,148446,,Drame,Grande-Bretagne,,,313,Désigné coupable,0.5172413793103449,Été,0
2586,0,,2021-09-15,95,148506,,Comédie,France,,,437,Pourris gâtés,0.0,Automne,1
2587,0,,2007-09-26,122,148376,,Thriller,Etats-Unis,Joel Silver,,277,A vif,0.3103448275862069,Automne,3
2588,30000000,,2017-03-15,141,150045,,Aventure - Action,Etats-Unis,Brad Pitt,,162,The Lost City of Z,0.1034482758620689,Printemps,2
2589,21000000,,2002-03-13,108,148781,,Comédie,Etats-Unis,,,80,La Famille Tenenbaum,0.1724137931034483,Printemps,2
2590,17000000,,2021-10-20,103,148775,,Film familial,France,,,522,Le Trésor du Petit Nicolas,0.1034482758620689,Automne,3
2591,40000000,,2021-06-16,118,149025,,Thriller,Etats-Unis,,,395,Un homme en colère,0.0344827586206896,Été,0
2592,5460691,,2013-06-19,87,150067,,Comédie,France,,,182,Né quelque part,0.0,Été,0
2593,6000000,,2004-04-14,111,148510,,Drame,Etats-Unis,,,161,Monster,0.0689655172413793,Printemps,0
2594,0,,1996-04-10,95,148554,,Comédie,Etats-Unis,,,220,"Dracula, mort et heureux de l'être",0.0,Printemps,2
2595,25000000,,2000-11-15,111,150066,,Thriller,Etats-Unis,,Remake,275,Suspicion,0.1379310344827586,Automne,0
2596,45000000,,2001-04-04,109,150916,Franchise,Romance,Etats-Unis,,,310,Miss Détective,0.1724137931034483,Printemps,3
2597,32000000,James Newton Howard,2009-01-14,137,150293,,Guerre,Etats-Unis,,,238,Les Insurgés (2009),0.1379310344827586,Hiver,0
2598,0,,2017-09-20,84,150450,,Thriller,France,,Remake,321,Mon Garçon,0.6206896551724138,Automne,0
2599,60000000,,2007-06-13,99,150362,,Comédie,Etats-Unis,,,327,"Bande de sauvages, vieux motard que jamais",0.1034482758620689,Été,3
2600,10000000,,2007-11-28,94,150199,,Comédie dramatique,France,,,229,My Blueberry Nights,0.2758620689655172,Automne,2
2601,19281935,,2012-05-23,137,150754,,Drame,Etats-Unis,,,357,Sur la route,0.896551724137931,Printemps,1
2602,8900000,,2018-02-14,137,150810,,Drame,France,,,210,L'Apparition,0.1724137931034483,Hiver,1
2603,27000000,,1998-05-20,95,150844,,Fantasy,Etats-Unis,,,162,Dark City,0.0689655172413793,Printemps,0
2604,38552268,,2011-11-23,129,150639,,Aventure - Action,France,,,454,Or Noir,0.2068965517241379,Automne,3
2605,20000000,,2016-08-03,101,150601,,Comédie,Etats-Unis,,,193,Bad Moms,0.0,Été,0
2606,3600000,,2019-04-03,103,150948,,Comédie,France,,,215,La Lutte des classes,0.0689655172413793,Printemps,2
2607,25000000,,1997-09-24,102,152877,,Horreur,Etats-Unis,,,331,Mimic,0.0689655172413793,Automne,0
2608,25217522,,2014-05-14,107,152404,,Drame,France,,,523,Grace de Monaco,0.3448275862068966,Printemps,2
2609,26000000,Thomas Newman,2010-02-03,110,151186,,Drame,Etats-Unis,,,186,Brothers,0.3103448275862069,Hiver,0
2610,43000000,,2014-12-24,108,151232,,Comédie,Etats-Unis,,,247,Comment tuer son Boss 2?,0.2758620689655172,Hiver,3
2611,35000000,,2022-09-21,123,151272,,Thriller,Etats-Unis,,,356,Don't Worry Darling,0.0,Automne,3
2612,45000000,,2022-10-12,103,151216,,Animation,Etats-Unis,,,560,Samouraï Academy,0.1034482758620689,Automne,2
2613,43000000,,2013-08-21,117,151684,,Comédie,Etats-Unis,,,271,Les Flingueuses,0.1724137931034483,Été,3
2614,0,,2022-01-26,92,151276,,Comédie dramatique,France,,,443,Presque,0.0,Hiver,1
2615,25000000,,2018-01-31,101,151321,,Comédie dramatique,Etats-Unis,,,264,Wonder Wheel,1.1724137931034484,Hiver,0
2616,40000000,,2004-04-14,99,151521,Franchise,Film familial,Etats-Unis,,Remake,248,Treize à la douzaine,0.0,Printemps,2
2617,35000000,,2008-01-09,130,151229,,Drame,Grande-Bretagne,,,225,Reviens-moi,0.0689655172413793,Hiver,2
2618,3409860,,2008-03-05,100,151227,,Comédie dramatique,France,,,168,L'Heure d'été,0.2758620689655172,Printemps,1
2619,33000000,,2002-10-23,100,152195,,Film familial,Etats-Unis,,,377,Chiens des neiges,0.0,Automne,2
2620,5120000,,2022-02-02,112,152312,,Comédie,France,,,296,Les Jeunes amants,0.0,Hiver,0
2621,75000000,,2015-09-16,116,151780,,Aventure - Action,Etats-Unis,,,449,Agents très spéciaux - Code U.N.C.L.E,0.0344827586206896,Automne,3
2622,55000000,,1999-11-10,98,152111,,Comédie,Etats-Unis,Brian Grazer,,328,"Bowfinger, roi d'Hollywood",0.0,Automne,0
2623,30000000,,2012-05-16,104,153285,,Drame,Etats-Unis,,,175,Je te promets,0.0,Printemps,3
2624,50000000,,2011-10-05,91,152900,,Thriller,Etats-Unis,,,319,Dream House,0.1724137931034483,Automne,3
2625,0,,2013-10-02,113,152968,,Drame,Etats-Unis,,,406,Diana,0.0344827586206896,Automne,2
2626,0,James Newton Howard,1995-03-15,105,152153,,Thriller,Etats-Unis,,,130,Juste cause,0.2068965517241379,Printemps,3
2627,65000000,,2001-05-02,104,153747,,Film familial,Etats-Unis,,,261,Sale môme,0.0344827586206896,Printemps,2
2628,35000000,Danny Elfman,2001-07-18,90,153774,Franchise,Film familial,Etats-Unis,,,545,Spy Kids,0.4137931034482758,Été,0
2629,50000000,,2006-08-09,82,153606,,Animation,Etats-Unis,,,410,"Lucas, fourmi malgré lui",1.0,Été,3
2630,6000000,,2021-05-26,97,153927,,Drame,Grande-Bretagne,,,407,The Father,0.2413793103448276,Printemps,2
2631,15000000,,2005-09-14,102,154354,,Comédie,Etats-Unis,Joel Silver,,225,"Kiss Kiss, Bang Bang",0.0,Automne,3
2632,3200000,,2017-04-26,89,154518,,Comédie dramatique,France,,,200,Aurore (2017),0.0689655172413793,Printemps,0
2633,18000000,Danny Elfman,2017-07-12,110,154698,,Thriller,Etats-Unis,,,307,The Circle,0.5172413793103449,Été,0
2634,58000000,,2013-06-26,119,154859,,Comédie,Etats-Unis,,,293,Les Stagiaires,0.0,Été,3
2635,22000000,,2006-03-08,106,154731,,Thriller,Etats-Unis,Lorenzo di Bonaventura,,304,Dérapage,0.2068965517241379,Printemps,3
2636,100000000,,2023-10-11,103,154647,Franchise,Aventure - Action,Etats-Unis,,,504,Expend4bles,0.2068965517241379,Automne,0
2637,0,,2018-08-15,94,155104,,Comédie,France,,,320,Le Monde est à toi,0.2413793103448275,Été,2
2638,30000000,,2012-05-02,105,154872,,Horreur,Etats-Unis,,,155,La Cabane dans les bois,0.0,Printemps,0
2639,4610000,,2002-05-22,99,154912,,Drame,France,,,270,Irréversible,0.3793103448275862,Printemps,0
2640,0,Alexandre Desplat,2010-07-14,109,156443,,Comédie,Grande-Bretagne,,,201,Tamara Drewe,0.0,Été,0
2641,30000000,,2001-02-07,80,155177,Franchise,Animation,Etats-Unis,,,415,Les Razmokets à Paris,0.0,Hiver,0
2642,32000000,,2000-01-19,102,155343,,Horreur,Etats-Unis,,,188,Stigmata,0.0,Hiver,0
2643,0,,1993-09-08,100,155941,Franchise,Drame,France,,,90,Trois couleurs : Bleu,0.2758620689655172,Automne,0
2644,15000000,,2022-11-09,115,155547,,Drame,Etats-Unis,,,308,Armageddon Time,0.3448275862068966,Automne,3
2645,0,,2020-10-21,81,155496,,Animation,France,,,424,Petit Vampire,0.1379310344827586,Automne,2
2646,0,,2008-03-19,107,155971,,Comédie,Etats-Unis,,,135,A bord du Darjeeling Limited,0.4137931034482759,Printemps,3
2647,12000000,Alexandre Desplat,2014-01-08,94,156064,,Drame,Grande-Bretagne,,,173,Philomena,0.0,Hiver,2
2648,60000000,Danny Elfman,2000-12-20,125,155673,,Romance,Etats-Unis,,,312,Family Man,0.0689655172413793,Hiver,0
2649,8000000,,2000-06-07,95,156096,,Thriller,Etats-Unis,,,-,American Psycho,0.3448275862068966,Été,0
2650,29000000,,2015-07-22,105,157564,Franchise,Comédie,Etats-Unis,,,332,Pitch Perfect 2,0.0,Été,3
2651,9750000,,2007-04-11,119,157484,,Drame,Allemagne,,,301,Goodbye Bafana,0.0,Printemps,3
2652,0,,2021-10-13,93,156133,,Animation,Etats-Unis,,,590,La Famille Addams 2 : une virée d'enfer,0.1034482758620689,Automne,3
2653,23000000,,2014-03-19,126,158100,,Comédie,Etats-Unis,,,138,Her,0.3793103448275862,Printemps,0
2654,19842472,,2013-09-11,110,157787,,Thriller,France,,,314,Gibraltar,0.2413793103448275,Automne,2
2655,35000000,,1994-09-21,118,157900,,Aventure - Action,Etats-Unis,,,150,Tueurs-nés,0.0,Automne,3
2656,8640000,,2020-01-15,95,157831,,Comédie,France,,,432,Une Belle équipe,0.1379310344827586,Hiver,2
2657,35000000,,2004-10-06,108,158850,,Comédie,Etats-Unis,,,175,Eternal Sunshine of the Spotless Mind,0.5172413793103449,Automne,0
2658,50000000,,1996-11-13,101,158831,,Aventure - Action,Etats-Unis,,,243,Los Angeles 2013,0.0,Automne,0
2659,60000000,Alan Silvestri,1999-03-17,103,158188,,Romance,Etats-Unis,,,197,Les Ensorceleuses,0.5172413793103449,Printemps,3
2660,60000000,,2008-08-13,90,158880,,Comédie,Etats-Unis,,,320,Appelez-moi Dave,0.0,Été,3
2661,25000000,,2001-02-28,121,161893,,Comédie,Etats-Unis,,,216,Le Chocolat,0.5517241379310345,Hiver,0
2662,6366006,,2008-07-16,93,161946,,Comédie,France,,Remake,266,Nos 18 ans,0.1379310344827586,Été,2
2663,61000000,,2013-09-25,109,158696,,Aventure - Action,Etats-Unis,,,342,2 Guns,0.6206896551724138,Automne,3
2664,35000000,,1998-06-24,95,158516,,Romance,Etats-Unis,,,267,Demain on se marie,0.0,Été,0
2665,30000000,,1998-03-11,155,158693,,Thriller,Etats-Unis,,,196,Minuit dans le jardin du bien et du mal,0.5862068965517241,Printemps,3
2666,23000000,,1998-06-10,99,161699,,Drame,Etats-Unis,,,212,Simples secrets,1.0689655172413794,Été,0
2667,0,,2020-02-26,126,158301,,Drame,Etats-Unis,,,247,Dark Waters,0.1034482758620689,Hiver,2
2668,463427,,2021-12-15,83,158396,,Film familial,France,,,481,Mystère,0.0,Hiver,2
2669,0,,2021-05-19,91,158495,,Comédie dramatique,France,,,589,Envole-moi (2021),0.0,Printemps,2
2670,4820000,,2021-11-17,93,158922,,Comédie,France,,,370,On est fait pour s’entendre,0.1034482758620689,Automne,0
2671,25000000,,2023-01-25,107,160006,,Aventure - Action,Etats-Unis,Lorenzo di Bonaventura,,399,MayDay,0.1379310344827586,Hiver,0
2672,0,,2017-11-01,97,159402,,Comédie,France,,,254,Daddy Cool,0.0,Automne,3
2673,5290000,,2004-11-24,128,159434,,Drame,France,,,213,Holy Lola,0.0,Automne,2
2674,46000000,,2003-06-11,115,159490,,Aventure - Action,Etats-Unis,,,241,La Recrue,0.5172413793103449,Été,2
2675,0,,1998-03-18,123,159886,,Thriller,Etats-Unis,,,218,Le Témoin du mal,0.2413793103448276,Printemps,3
2676,55000000,,2000-08-09,115,160409,,Western,Etats-Unis,,,200,Shanghai Kid,0.1034482758620689,Été,2
2677,4870000,,1996-04-24,100,161239,,Drame,Italie,,,92,Le Facteur,0.0,Printemps,2
2678,38000000,,2000-03-22,140,160514,,Drame,Etats-Unis,,,-,Hurricane Carter,0.2413793103448276,Printemps,0
2679,0,,2009-03-04,99,160641,,Romance,Etats-Unis,,,226,Last Chance for Love,0.1724137931034483,Printemps,0
2680,9474971,,2016-09-07,113,161533,,Drame,France,,,210,Frantz,0.3448275862068966,Automne,0
2681,7135000,,2014-09-17,106,160854,,Romance,France,,,245,3 coeurs,0.4827586206896551,Automne,0
2682,10520000,Alexandre Desplat,2009-01-14,107,161400,,Thriller,France,,,249,Et après,0.1724137931034483,Hiver,0
2683,51000000,,2007-02-21,90,160674,,Animation,Etats-Unis,,,247,La Ferme en folie,0.0,Hiver,3
2684,5000000,,2019-06-05,99,160898,,Thriller,Etats-Unis,Jason Blum,,253,Ma,0.0,Été,3
2685,40000000,,2005-08-10,113,160761,,Comédie,Etats-Unis,,,347,Serial noceurs,0.0689655172413793,Été,0
2686,10000000,,2001-04-18,109,162218,,Thriller,Etats-Unis,,,151,Intuitions,0.7241379310344828,Printemps,0
2687,80000000,,2008-12-31,82,162239,,Comédie,Etats-Unis,,,208,Tout... sauf en famille,0.0,Hiver,0
2688,30000000,,2001-09-19,120,162666,,Drame,Etats-Unis,,,238,Blow,0.2758620689655172,Automne,0
2689,30000000,,1996-07-10,98,162596,Franchise,Comédie,Etats-Unis,,,220,Ace Ventura en Afrique,0.0689655172413793,Été,1
2690,25000000,,2008-01-16,94,162862,,Thriller,Etats-Unis,Lorenzo di Bonaventura,,195,Chambre 1408,0.1034482758620689,Hiver,2
2691,36000000,,1997-10-08,95,162520,,Aventure - Action,Etats-Unis,,,198,Breakdown - Point de rupture,0.0,Automne,2
2692,0,,2006-08-09,110,162718,,Aventure - Action,Etats-Unis,,,213,Bleu d'enfer,0.0689655172413793,Été,3
2693,35000000,,2008-04-02,115,162306,,Drame,Etats-Unis,,,177,Deux soeurs pour un roi,0.4482758620689655,Printemps,0
2694,30000000,,2003-03-05,125,162803,,Drame,Etats-Unis,,,243,Monsieur Schmidt,0.4482758620689655,Printemps,0
2695,28000000,,2015-08-19,96,162311,,Comédie,Etats-Unis,,,258,American Ultra,0.2413793103448276,Été,0
2696,18000000,,2023-05-10,103,162899,,Horreur,Etats-Unis,,,319,L'Exorciste du Vatican,0.1379310344827586,Printemps,3
2697,90000000,Tyler Bates,2011-08-17,112,163409,,Fantasy,Etats-Unis,,Remake,415,Conan,0.0,Été,0
2698,5310000,,2004-12-15,90,163021,,Drame,France,,,310,Les Temps qui changent,0.6551724137931034,Hiver,0
2699,11280790,,2018-03-28,85,163155,,Animation,France,,,483,Croc-Blanc (2018),0.1034482758620689,Printemps,0
2700,90000000,,2004-07-07,93,165836,,Comédie,Etats-Unis,,Remake,299,Et l'homme créa la femme,0.3448275862068966,Été,0
2701,0,,2007-09-19,91,166035,Franchise,Horreur,Etats-Unis,,,248,28 semaines plus tard,0.3103448275862069,Automne,3
2702,25000000,,2013-10-30,144,165884,,Thriller,Etats-Unis,Alain Attal,Remake,433,Blood Ties,0.9655172413793104,Automne,0
2703,40000000,,2017-02-08,159,163009,,Drame,Etats-Unis,,,202,Silence,0.6206896551724138,Hiver,0
2704,20000000,,2016-03-16,115,163624,,Thriller,Etats-Unis,,,240,Triple 9,0.4482758620689655,Printemps,0
2705,0,,2019-12-25,107,163737,,Drame,France,,,269,La Vérité (2019),0.8620689655172414,Hiver,2
2706,45000000,Jerry Goldsmith,1995-02-01,108,164113,,Aventure - Action,Etats-Unis,,,256,La Rivière sauvage,0.6551724137931034,Hiver,0
2707,5000000,,2014-11-05,78,164084,,Documentaire,Etats-Unis,,,247,Grizzli,0.0,Automne,3
2708,42000000,,2001-04-04,120,164206,,Thriller,Etats-Unis,,,236,15 Minutes,0.2413793103448276,Printemps,0
2709,15000000,,1998-04-22,117,163979,,Comédie,Etats-Unis,,,128,The Big Lebowski,0.0,Printemps,1
2710,20000000,,1995-06-14,106,164756,,Comédie,Etats-Unis,,,234,Dumb & Dumber,0.0689655172413793,Été,1
2711,21000000,,2007-03-14,123,163878,,Drame,Etats-Unis,,,244,Ecrire pour exister,0.0,Printemps,3
2712,7999131,,2016-08-31,97,163510,,Comédie,France,,,287,Un petit boulot,0.1724137931034483,Été,2
2713,40000000,,2014-07-02,117,163534,,Western,Etats-Unis,,,244,Albert à l'ouest,0.3103448275862069,Été,3
2714,13000000,,2002-03-20,137,165185,,Comédie,Grande-Bretagne,,,92,Gosford Park,0.0,Printemps,0
2715,25000000,,2010-03-10,90,165394,,Comédie,Etats-Unis,,,154,Les Chèvres du Pentagone,0.5172413793103449,Printemps,3
2716,7500000,,2012-03-21,100,165380,,Drame,France,,,208,Les Adieux à la reine,0.1379310344827586,Printemps,2
2717,6000000,,2013-12-25,90,165325,,Comédie dramatique,Etats-Unis,,,215,Don Jon,0.0689655172413793,Hiver,0
2718,0,,1994-07-20,118,164757,,Science Fiction,Etats-Unis,,,252,Absolom 2022,0.0,Été,3
2719,3860649,,2015-05-06,90,165065,,Comédie,France,,,242,"Un peu, beaucoup, aveuglement",0.0,Printemps,3
2720,35000000,,2013-03-20,97,165439,,Fantasy,Etats-Unis,,,267,Warm Bodies,0.0,Printemps,0
2721,110000000,,2007-07-04,160,165113,,Thriller,Etats-Unis,,,240,Raisons d'Etat,0.6206896551724138,Été,2
2722,35000000,,1994-02-02,105,166475,,Film familial,Etats-Unis,,,225,Les Trois mousquetaires,0.0,Hiver,2
2723,15000000,,2019-02-06,120,166719,,Comédie dramatique,Etats-Unis,,,169,La Favorite,0.3103448275862069,Hiver,3
2724,12000000,,2017-07-26,98,167240,,Horreur,Etats-Unis,,,190,I Wish - Faites un vœu,0.0,Été,3
2725,10000000,,2002-04-03,95,167324,,Drame,Etats-Unis,,,350,Crossroads,0.0,Printemps,2
2726,5600000,,2016-11-23,128,167114,,Drame,France,,,347,La Fille de Brest,0.2068965517241379,Automne,2
2727,11800000,,2016-01-13,118,167192,,Drame,Grande-Bretagne,,,144,Carol,0.5172413793103449,Hiver,2
2728,88000000,Thomas Newman,2005-09-14,144,167074,,Drame,Etats-Unis,Brian Grazer,,404,De l'ombre à la lumière,0.1379310344827586,Automne,3
2729,68000000,,2014-01-29,93,166331,,Fantasy,Etats-Unis,,,333,"I, Frankenstein",0.0,Hiver,0
2730,85000000,,2002-07-03,111,166874,,Aventure - Action,Etats-Unis,,,332,Dommage collatéral,0.0689655172413793,Été,2
2731,7490000,,2022-03-16,87,167617,,Comédie,France,,Remake,440,Alors on danse,0.1034482758620689,Printemps,2
2732,294147,,2024-01-03,98,167511,,Comédie dramatique,France,,,516,Iris et les hommes,0.0689655172413793,Hiver,0
2733,39000000,,2018-03-14,135,167355,,Western,Etats-Unis,,,223,Hostiles,0.4482758620689655,Printemps,0
2734,50000000,,2003-05-28,98,167702,,Aventure - Action,Etats-Unis,,,425,Basic,0.2068965517241379,Printemps,2
2735,28000000,,2006-01-18,126,167705,,Romance,Grande-Bretagne,,,208,Orgueil et préjugés,0.0344827586206896,Hiver,0
2736,28000000,,1998-05-20,123,169885,,Comédie,Etats-Unis,,,272,Blues Brothers 2000,0.0,Printemps,0
2737,20000000,,2007-08-29,120,169740,,Thriller,Etats-Unis,,,210,Mr. Brooks,0.2413793103448276,Été,0
2738,35000000,,2009-06-10,100,167353,,Animation,Etats-Unis,,,438,Coraline,0.0,Été,3
2739,32000000,,2011-03-30,107,167945,Franchise,Comédie,Etats-Unis,,,282,Big Mamma : De Père en Fils,0.0,Printemps,3
2740,10600000,,2012-07-18,91,167913,,Comédie dramatique,France,,,359,Bowling,0.0,Été,2
2741,30000000,,2008-04-23,111,168593,,Romance,Etats-Unis,,,230,27 robes,0.0,Printemps,3
2742,0,,2005-01-12,100,168675,,Comédie,Etats-Unis,,,268,Melinda et Melinda,0.7931034482758621,Hiver,3
2743,48000000,,2001-02-21,84,168696,,Comédie,Etats-Unis,,Remake,297,Endiablé,0.0,Hiver,2
2744,5000000,,2013-10-02,105,168871,Franchise,Horreur,Etats-Unis,Jason Blum,,240,Insidious : Chapitre 2,0.0,Automne,3
2745,15000000,,2013-05-15,100,169236,,Horreur,Espagne,,,199,Mama,0.2068965517241379,Printemps,3
2746,130000000,,2011-12-07,105,168873,,Animation,Etats-Unis,,,540,Happy Feet 2,0.7241379310344828,Hiver,3
2747,30000000,,2006-01-04,101,168939,,Drame,Etats-Unis,,,214,Une vie inachevée,0.1379310344827586,Hiver,2
2748,75000000,,2020-01-08,95,169125,,Thriller,Etats-Unis,,,213,Underwater,0.4482758620689655,Hiver,3
2749,43000000,,2000-06-21,104,169947,,Comédie,Etats-Unis,,,158,28 jours en sursis,0.6896551724137931,Été,3
2750,43000000,,2005-08-03,100,169890,,Horreur,Etats-Unis,,,247,La Porte des secrets,0.0,Été,0
2751,8946986,,2012-12-12,79,170049,,Animation,France,,,489,Ernest et Célestine,0.0344827586206896,Hiver,2
2752,14500000,,1999-09-22,135,170106,,Drame,France,,,387,Les Enfants du siècle,0.8275862068965517,Automne,0
2753,40000000,,1999-07-28,106,170276,,Romance,Etats-Unis,,,466,Vent de folie,0.5517241379310345,Été,0
2754,7000000,,1995-09-27,107,170237,,Aventure - Action,Etats-Unis,,,201,Desperado,0.0,Automne,3
2755,35000000,,2015-10-07,121,170117,,Comédie,Etats-Unis,,,282,Le Nouveau stagiaire,0.2758620689655172,Automne,3
2756,3995759,,2013-07-17,95,170263,,Comédie,France,,,276,Paris à tout prix,0.0,Été,2
2757,5500000,,2023-01-11,110,170382,,Comédie,France,,,443,Les Cyclades,0.0689655172413793,Hiver,1
2758,53000000,,2005-03-23,119,170359,,Comédie,Etats-Unis,,,396,Be Cool,0.1724137931034483,Printemps,3
2759,6100000,,2018-10-31,94,170481,,Comédie,France,,,362,Chacun pour tous,0.0,Automne,2
2760,8514143,,2005-10-05,117,170754,,Drame,France,,,158,Caché,0.4137931034482758,Automne,0
2761,8921078,,2009-05-27,100,170718,,Comédie,France,,,330,Quelque chose à te dire,0.0,Printemps,2
2762,67000000,,1997-03-12,101,171956,,Aventure - Action,Etats-Unis,,Remake,220,Dernier recours,0.0344827586206896,Printemps,0
2763,40000000,,2002-03-06,114,171835,,Comédie,Etats-Unis,,,275,L'Amour extra large,0.0,Printemps,2
2764,25000000,,2001-04-25,103,172273,,Aventure - Action,Etats-Unis,Joel Silver,,311,Hors limites,0.0,Printemps,3
2765,639792,,1993-02-03,88,172045,,Comédie,France,,,148,Tango (1993),0.1034482758620689,Hiver,1
