,budget,compositeur,date,duree,entrees_premiere_semaine,franchise,genre,pays,producteur,remake,salles_premiere_semaine,titre,scoring_acteurs_realisateurs,season,coeff_studio
2766,9100000,,1997-10-15,105,172230,,Thriller,France,,,234,Rien ne va plus,0.7931034482758621,Automne,1
2767,3520000,,2010-06-30,111,172154,,Comédie,France,,,159,Tournée,0.0,Été,2
2768,29000000,Hans Zimmer,2003-09-17,116,172372,,Comédie,Etats-Unis,Ridley Scott,,406,Les Associés (2003),0.0689655172413793,Automne,3
2769,50000000,,2001-11-28,113,171871,,Thriller,Etats-Unis,,,294,Pas un mot,0.0,Automne,2
2770,513270,,2022-12-14,79,171967,,Animation,France,,,607,Ernest et Célestine : le voyage en Charabie,0.0344827586206896,Hiver,2
2771,6500000,,2011-10-26,112,170924,,Drame,France,,,154,L'Exercice de l'Etat,0.0,Automne,0
2772,10000000,,2012-03-07,85,171863,,Comédie,France,,,360,Comme un chef,0.0,Printemps,2
2773,0,,2006-06-21,110,172566,,Comédie,France,,,165,"Paris, je t'aime",1.103448275862069,Été,0
2774,50000000,,1998-11-04,138,172989,,Aventure - Action,Etats-Unis,,,171,Négociateur,0.1034482758620689,Automne,3
2775,45000000,Brian Tyler,2008-08-27,98,173148,,Aventure - Action,Etats-Unis,,Remake,278,Bangkok Dangerous,0.0689655172413793,Été,2
2776,34000000,,2006-02-08,98,173666,Franchise,Film familial,Grande-Bretagne,,,158,Nanny McPhee,0.3793103448275862,Hiver,0
2777,60000000,,2004-03-17,127,174188,,Thriller,Etats-Unis,,,209,Le Maître du jeu,0.0344827586206896,Printemps,2
2778,110000000,,2016-10-12,107,174284,,Catastrophe,Etats-Unis,Lorenzo di Bonaventura,,323,Deepwater,0.3793103448275862,Automne,2
2779,125000000,,2021-08-11,115,174093,,Comédie,Etats-Unis,,,435,Free Guy,0.3448275862068966,Été,3
2780,5904998,,2017-05-17,114,173994,,Drame,France,,,259,Les Fantômes d’Ismaël,0.5517241379310345,Printemps,2
2781,70000000,,2013-03-20,119,173658,Franchise,Thriller,Etats-Unis,,,180,La Chute de la Maison Blanche,0.2758620689655172,Printemps,2
2782,19000000,,2014-12-31,125,173590,,Thriller,Etats-Unis,,,142,A Most Violent Year,0.2068965517241379,Hiver,2
2783,40000000,,2006-10-25,93,173072,,Film familial,Grande-Bretagne,,,330,Alex Rider : Stormbreaker,0.1034482758620689,Automne,0
2784,15000000,,2005-08-10,93,172946,,Horreur,Etats-Unis,,,258,Le Territoire des morts,0.0,Été,1
2785,16000000,,2002-05-29,89,172477,,Comédie,Etats-Unis,Neal H. Moritz,,180,Sex Academy,0.1034482758620689,Printemps,3
2786,50000000,,2002-10-23,109,175023,,Aventure - Action,Etats-Unis,,,288,Créance de sang,1.103448275862069,Automne,3
2787,0,,1999-10-06,116,175198,,Thriller,Etats-Unis,,,208,Ghost Dog - La Voie du Samouraï,0.0,Automne,0
2788,62000000,,2000-09-06,116,175832,,Guerre,Etats-Unis,,,500,U-571,0.2413793103448276,Automne,0
2789,55000000,,2012-03-28,88,175826,,Animation,Etats-Unis,,,555,"Les Pirates ! Bons à rien, Mauvais en tout",0.0,Printemps,3
2790,13000000,,1993-07-14,85,176790,,Comédie,Etats-Unis,,,128,Alarme fatale,0.1379310344827586,Été,0
2791,5340000,,2003-10-15,105,176689,,Comédie,France,,,242,Janis et John,0.1724137931034483,Automne,0
2792,100000000,Brian Tyler,2009-04-01,89,176764,,Fantasy,Etats-Unis,,,374,Dragonball Evolution,0.0,Printemps,3
2793,25000000,,2017-05-03,97,175604,,Comédie,Etats-Unis,,Remake,239,Braquage à l'ancienne,0.1379310344827586,Printemps,3
2794,16000000,,2009-10-21,105,175555,,Horreur,Etats-Unis,,,211,Jennifer's Body,0.0,Automne,3
2795,16500000,,1996-02-28,135,175391,,Drame,Etats-Unis,,,-,Raison et sentiments,0.6206896551724138,Hiver,3
2796,30000000,,1996-04-17,110,175545,,Aventure - Action,Etats-Unis,,,272,Mort subite,0.0,Printemps,0
2797,40000000,,2017-01-25,107,174825,Franchise,Fantasy,Etats-Unis,,,372,Resident Evil : Chapitre Final,0.0,Hiver,0
2798,0,,2008-12-31,108,174687,,Aventure - Action,Etats-Unis,,,354,The Spirit,0.1724137931034483,Hiver,3
2799,40000000,,1999-11-03,102,174734,,Romance,Etats-Unis,,,230,"Mickey, les yeux bleus",0.0,Automne,3
2800,7723954,,2015-11-04,102,177896,,Film familial,France,,,233,Nous trois ou rien,0.1379310344827586,Automne,2
2801,5970000,,2018-11-28,105,177780,,Comédie dramatique,France,,,311,Lola et ses frères,0.1379310344827586,Automne,2
2802,7000000,,2006-11-01,119,177058,,Fantasy,Espagne,,,202,Le Labyrinthe de Pan,0.0,Automne,0
2803,35000000,,2015-06-24,93,177233,Franchise,Horreur,Etats-Unis,Sam Raimi,Remake,258,Poltergeist (2015),0.0,Été,3
2804,30300000,Ennio Morricone,2000-05-10,117,177552,,Drame,France,,,-,Vatel,0.4137931034482758,Printemps,2
2805,10000000,,2017-08-23,91,177256,,Drame,Etats-Unis,,Remake,261,Les Proies (2017),0.4482758620689655,Été,3
2806,26000000,,1997-01-08,102,177209,,Comédie,Etats-Unis,,,228,Le Club des ex,0.0,Hiver,0
2807,7973679,,2015-08-12,110,177102,,Comédie dramatique,France,,,308,Floride,0.1034482758620689,Été,2
2808,75000000,,2019-08-07,100,176947,,Animation,Etats-Unis,,,604,"Playmobil, Le Film",0.2413793103448276,Été,2
2809,80000000,,2004-11-03,130,176822,,Thriller,Etats-Unis,,Remake,309,Un crime dans la tête,0.896551724137931,Automne,0
2810,6500000,,2005-09-14,100,180564,,Drame,Etats-Unis,,,152,Collision,0.1724137931034483,Automne,0
2811,25000000,,2008-02-27,158,180519,,Drame,Etats-Unis,,,120,There Will Be Blood,0.0,Hiver,3
2812,6000000,,2018-12-26,106,180515,,Comédie,France,,,254,Au bout des doigts,0.0344827586206896,Hiver,0
2813,70000000,,2004-10-13,146,180444,,Thriller,Etats-Unis,,Remake,340,Man on Fire,0.2413793103448276,Automne,2
2814,44000000,,2016-11-02,128,180488,,Drame,Etats-Unis,,,311,Mr Wolff,0.3793103448275862,Automne,3
2815,43000000,,2002-07-17,84,178361,,Romance,Etats-Unis,,,381,Allumeuses!,0.0,Été,3
2816,12761264,,2013-04-10,97,178208,,Romance,Grande-Bretagne,,,260,Mariage à l'anglaise,0.0,Printemps,2
2817,14500000,,1995-03-29,90,178126,Franchise,Comédie,Etats-Unis,,,272,Ace Ventura,0.0689655172413793,Printemps,1
2818,30000000,,2013-09-25,91,178703,,Thriller,Etats-Unis,,,375,Players,0.3793103448275862,Automne,3
2819,17000000,,1998-12-09,91,178846,Franchise,Horreur,Etats-Unis,,,268,"Halloween, 20 ans après",0.0,Hiver,0
2820,8214326,,2009-02-25,110,178864,,Drame,France,,,286,Bellamy,0.4137931034482758,Hiver,2
2821,85000000,,2010-08-04,82,178908,,Film familial,Etats-Unis,,,453,Comme chiens et chats - La Revanche de Kitty Galore,0.0,Été,3
2822,32000000,,2015-10-07,121,178566,,Thriller,Etats-Unis,,,285,Sicario,0.1034482758620689,Automne,0
2823,27000000,,2001-04-18,114,179097,,Drame,Etats-Unis,Jerry Brukheimer,,219,Le Plus beau des combats,0.3793103448275862,Printemps,2
2824,30000000,,2005-02-09,82,179523,,Animation,Etats-Unis,,,367,Bob l'éponge - le film,0.0689655172413793,Hiver,0
2825,25000000,Alexandre Desplat,2011-12-07,80,179370,,Comédie dramatique,France,,,280,Carnage,1.0344827586206895,Hiver,0
2826,12000000,,2001-01-03,123,180321,,Romance,Etats-Unis,,,206,Docteur T. & les femmes,0.0,Hiver,2
2827,595200,,2022-10-19,96,179709,Franchise,Film familial,France,,,612,Belle et Sébastien : Nouvelle génération,0.0,Automne,2
2828,13000000,,1995-12-06,97,179748,Franchise,Film familial,Etats-Unis,,,250,Super Noël,0.0,Hiver,2
2829,12500000,,2022-09-28,150,179786,,Comédie dramatique,Suède,,,342,Sans filtre,0.0,Automne,0
2830,25000000,,2005-08-24,102,179700,,Thriller,Etats-Unis,,,224,The Jacket,0.1724137931034483,Été,2
2831,7940000,,2022-09-21,101,180034,,Comédie dramatique,France,,,531,Une belle course,0.2068965517241379,Automne,2
2832,13000000,,2010-02-10,102,180264,,Comédie,Etats-Unis,Luc Besson,,198,I Love You Phillip Morris,0.1724137931034483,Hiver,2
2833,40000000,,1994-09-28,122,180570,,Thriller,Etats-Unis,,,185,Color of Night,0.0344827586206896,Automne,2
2834,70000000,,2007-10-24,128,180954,,Fantasy,Etats-Unis,Lorenzo di Bonaventura,,342,Stardust - Le Mystère de l'étoile,0.2068965517241379,Automne,3
2835,7209690,,2016-05-13,122,181386,,Comédie dramatique,France,,,301,Ma Loute,0.3448275862068966,Printemps,1
2836,75000000,James Horner,1999-06-30,114,180954,,Film familial,Etats-Unis,,Remake,303,Mon ami Joe,0.0689655172413793,Été,2
2837,30000000,,2002-07-31,38,181637,,Aventure - Action,Etats-Unis,Dean Devlin,,461,Arac Attack,0.0689655172413793,Été,3
2838,48000000,,1998-12-02,122,181957,,Thriller,Etats-Unis,,,173,Hors d'atteinte,0.4137931034482758,Hiver,0
2839,25000000,,2006-06-07,108,181888,,Horreur,Etats-Unis,,Remake,280,666 La Malédiction,0.0,Été,3
2840,22000000,,2004-02-25,140,181641,,Western,Etats-Unis,,,181,Open Range,0.2413793103448276,Hiver,2
2841,10500000,John Williams,2002-04-03,120,181620,,Fantasy,Etats-Unis,Steven Spielberg,,396,ET L'Extra-terrestre (20th Anniversary),0.4482758620689655,Printemps,0
2842,0,,2013-05-08,125,181427,,Thriller,Etats-Unis,,,239,Sous surveillance,0.0,Printemps,2
2843,30000000,,2005-02-23,96,181221,,Thriller,Etats-Unis,,,301,Trouble jeu,0.1724137931034483,Hiver,3
2844,1422318,,1997-03-12,95,181521,Franchise,Comédie,France,,,108,Les Randonneurs,0.4827586206896552,Printemps,0
2845,40000000,,2022-04-27,126,181353,,Drame,Grande-Bretagne,,,476,Downton Abbey II : Une nouvelle ère,0.0,Printemps,3
2846,2500000,,2008-02-06,92,182134,,Comédie,Etats-Unis,,,149,Juno,0.0,Hiver,3
2847,3200000,,2012-06-06,92,185066,,Comédie,France,,,260,Le Grand soir (2012),0.3103448275862069,Été,2
2848,53000000,- Junkie XL,2015-11-25,123,185014,,Thriller,Etats-Unis,,,275,Strictly Criminal,0.2758620689655172,Automne,3
2849,38000000,,2016-03-02,110,185011,,Romance,Etats-Unis,,,187,"Célibataire, mode d'emploi",0.0,Printemps,3
2850,58000000,Danny Elfman,2016-02-10,103,184400,,Fantasy,Etats-Unis,Neal H. Moritz,,410,Chair de poule (2016),0.0,Hiver,3
2851,23000000,,1995-10-18,114,182102,,Thriller,Etats-Unis,,,130,Traque sur internet,0.1724137931034483,Automne,3
2852,4200000,,2011-11-16,107,182538,,Drame,France,,,222,Les Neiges du Kilimandjaro,0.1379310344827586,Automne,0
2853,20000000,,2008-08-06,110,183237,,Thriller,Etats-Unis,,,160,Braquage à l'anglaise,0.0344827586206896,Été,0
2854,23000000,,2011-01-12,94,183156,,Animation,Japon,,,205,"Arrietty, le petit monde des chapardeurs",0.0,Hiver,3
2855,24500000,Hans Zimmer,1995-11-22,108,183330,,Comédie,Etats-Unis,,Remake,209,Neuf mois aussi,0.1724137931034483,Automne,2
2856,50300000,,2023-07-05,107,183334,Franchise,Comédie,France,Claude Berri,,405,Astérix et Obélix: Mission Cléopatre (Rep. 2023),1.3448275862068966,Été,2
2857,25000000,,1999-03-10,89,183410,Franchise,Horreur,Etats-Unis,,,220,La Fiancée de Chucky,0.0,Printemps,0
2858,42000000,,2002-04-17,119,183459,,Drame,Etats-Unis,,,288,La Prophécie des ombres,0.0,Printemps,2
2859,50000000,,2017-12-27,135,182875,,Thriller,Etats-Unis,,,325,Tout l'argent du monde,0.5517241379310345,Hiver,0
2860,150000000,,2021-07-21,116,182763,,Film familial,Etats-Unis,,,463,Space Jam - Nouvelle ère,0.0,Été,3
2861,6400000,,2016-02-10,115,182733,,Drame,France,,,144,Les Innocentes,0.0,Hiver,0
2862,50000000,,2009-05-06,135,182517,,Comédie,Grande-Bretagne,,,291,Good morning England,0.3103448275862069,Printemps,2
2863,25000000,,2004-11-17,95,182469,,Thriller,Etats-Unis,Dean Devlin,,222,Cellular,0.1379310344827586,Automne,0
2864,20000000,,2014-04-23,85,183762,,Animation,Afrique du Sud,,,389,Khumba,0.0,Printemps,0
2865,4690000,,2005-06-01,95,184154,,Comédie,France,,,241,Travaux on sait quand ça commence,0.0,Été,0
2866,100000000,,2016-09-07,123,185275,,Péplum,Etats-Unis,,Remake,437,Ben-Hur (2016),0.1379310344827586,Automne,3
2867,15000000,,2001-11-21,146,185438,,Drame,Etats-Unis,,,186,Mulholland Drive,0.1724137931034483,Automne,0
2868,100000000,,2005-08-24,121,185384,,Aventure - Action,Etats-Unis,Neal H. Moritz,,404,Furtif,0.0,Été,1
2869,35000000,,1997-07-16,95,185190,,Aventure - Action,Etats-Unis,,,263,Double Team,0.0,Été,3
2870,60000000,,2019-02-27,118,185673,,Thriller,Grande-Bretagne,,,300,Sang froid,0.0,Hiver,2
2871,0,,2019-01-23,104,185564,,Comédie dramatique,France,,,248,YAO,0.1724137931034483,Hiver,2
2872,6300000,,2018-04-25,84,185552,,Comédie dramatique,France,,,326,Amoureux de ma femme,0.6551724137931034,Printemps,3
2873,75000000,,2002-06-05,104,185365,,Drame,Etats-Unis,,,202,Apparitions,0.2413793103448276,Été,2
2874,0,,2009-09-09,105,185120,,Science Fiction,Etats-Unis,,,342,Ultimate Game,0.1379310344827586,Automne,2
2875,45000000,,2011-10-19,101,184368,Franchise,Comédie,Grande-Bretagne,,,327,"Johnny English, le retour",0.0,Automne,2
2876,19000000,,2000-01-26,90,185095,,Horreur,Etats-Unis,Joel Silver,Remake,285,La Maison de l'horreur,0.0,Hiver,2
2877,60000000,,2007-04-18,124,183930,,Aventure - Action,Etats-Unis,Lorenzo di Bonaventura,,248,Shooter - tireur d'élite,0.3793103448275862,Printemps,3
2878,150394119,,2013-09-18,110,189452,,Comédie,Etats-Unis,,,245,"Les Miller, une famille en herbe",0.0,Automne,3
2879,65000000,,2014-09-17,102,185758,Franchise,Comicbook,Etats-Unis,,,350,Sin City : j'ai tué pour elle,0.1034482758620689,Automne,0
2880,0,,2019-03-13,130,186109,,Drame,Canada,,,370,Ma vie avec John F. Donovan,0.5862068965517242,Printemps,0
2881,14500000,,1997-04-16,120,186223,,Romance,Etats-Unis,,,161,Roméo et Juliette,0.2413793103448276,Printemps,2
2882,65000000,,2012-03-21,97,186074,,Aventure - Action,Etats-Unis,Will Smith,,406,Target (2012),0.0,Printemps,3
2883,0,,2007-11-07,121,185958,,Thriller,Etats-Unis,,,323,Dans la vallée d'Elah,0.2413793103448275,Automne,3
2884,28000000,,2014-03-19,117,186899,,Aventure - Action,Etats-Unis,Luc Besson,,471,Three Days to Kill,0.2413793103448276,Printemps,2
2885,0,,2019-05-15,103,186806,,Comédie,Etats-Unis,,,287,The Dead Don't Die,0.0,Printemps,3
2886,5320000,,2004-06-23,98,186799,,Thriller,France,,,180,Saint Ange,0.0,Été,2
2887,0,,1994-04-06,101,186581,,Aventure - Action,Etats-Unis,,,264,Terrain miné,0.0,Printemps,3
2888,8804249,,2017-04-26,115,185696,,Drame,France,,,212,Django,0.0344827586206896,Printemps,2
2889,5800930,,2017-06-21,84,185922,,Comédie,France,,Remake,307,Les Ex,0.1034482758620689,Été,2
2890,45000000,Danny Elfman,2023-03-15,93,187043,,Science Fiction,Etats-Unis,Sam Raimi,,330,65 - la Terre d'avant,0.0,Printemps,3
2891,30000000,,2003-01-01,100,187008,Franchise,Film familial,Etats-Unis,,,400,Spy Kids 2 Espions en herbe,0.0,Hiver,2
2892,5800000,,2019-01-02,102,187422,,Comédie,France,,,351,Premières Vacances,0.1034482758620689,Hiver,2
2893,8000000,James Newton Howard,2014-11-26,117,187627,,Thriller,Etats-Unis,,,255,Night Call,0.0689655172413793,Automne,3
2894,10000000,,2011-02-16,93,187573,,Drame,Etats-Unis,,,224,Last Night,0.4137931034482758,Hiver,2
2895,20000000,,2022-10-12,111,187689,Franchise,Horreur,Etats-Unis,Jason Blum,,267,Halloween Ends,0.0,Automne,3
2896,13000000,,1997-02-05,85,187908,Franchise,Fantasy,Etats-Unis,,,224,The Crow: la cité des anges,0.0,Hiver,0
2897,7370000,Alexandre Desplat,2001-10-17,115,187334,,Aventure - Action,France,,,229,Sur mes lèvres,1.206896551724138,Automne,2
2898,40000000,Jerry Goldsmith,1998-10-21,110,188003,,Film familial,Etats-Unis,,,430,Small Soldiers,0.0,Automne,0
2899,25000000,,2009-11-04,115,187209,,Thriller,Etats-Unis,,,214,The Box,0.0,Automne,0
2900,8000000,,2000-03-15,121,187130,,Drame,Allemagne,,,200,The Million Dollar Hotel,0.1379310344827586,Printemps,0
2901,40000000,,2019-08-28,121,188852,Franchise,Aventure - Action,Etats-Unis,,,239,La Chute du président,0.2758620689655172,Été,2
2902,29000000,,2000-10-11,129,189162,,Romance,Etats-Unis,,,212,Au nom d'Anna,0.0,Automne,2
2903,18000000,,2005-12-28,102,189085,,Comédie,Etats-Unis,,,197,Esprit de famille,0.0,Hiver,3
2904,0,,2023-09-13,102,188920,,Comédie,France,,,374,Le Livre des solutions,0.1379310344827586,Automne,0
2905,3500000,,1996-06-19,93,188577,,Comédie,Grande-Bretagne,,,177,Trainspotting,0.1034482758620689,Été,1
2906,0,Thomas Newman,1997-02-19,130,189860,,Drame,Etats-Unis,,,151,Larry Flynt,0.0,Hiver,3
2907,35000000,,2007-11-21,88,189810,,Drame,Etats-Unis,,,390,Lions et agneaux,1.2413793103448274,Automne,3
2908,5133542,,2008-07-23,114,190149,,Comédie dramatique,France,,,261,Le Premier jour du reste de ta vie,0.0344827586206896,Été,2
2909,30000000,,2017-09-13,115,190141,,Drame,Etats-Unis,,,353,Mother!,0.6206896551724138,Automne,3
2910,4000000,,2014-11-12,111,190185,,Thriller,France,Alain Attal,,183,La Prochaine fois je viserai le coeur,0.3793103448275862,Automne,0
2911,11150000,,2009-11-04,104,190223,,Comédie dramatique,France,,,196,Les Herbes folles,0.0,Automne,2
2912,25000000,,2003-03-19,114,190274,,Drame,Etats-Unis,,,186,The Hours,1.0,Printemps,2
2913,7990000,,2016-03-16,87,190205,,Drame,France,,,253,Au nom de ma fille,0.1379310344827586,Printemps,2
2914,8353774,,2014-04-02,124,190107,,Comédie dramatique,France,,,337,"Salaud, on t'aime",0.0,Printemps,0
2915,9000000,,2011-09-07,102,190066,,Comédie dramatique,Italie,,,165,Habemus Papam,0.0,Automne,2
2916,27000000,,1997-03-12,160,194029,,Drame,Grande-Bretagne,,,146,Le Patient anglais,0.5517241379310345,Printemps,2
2917,95000000,,2014-12-17,102,190056,,Fantasy,Etats-Unis,,,287,Le Septième Fils,0.0,Hiver,3
2918,9000000,,2017-02-01,95,193995,,Drame,Etats-Unis,,,213,Jackie,0.2413793103448276,Hiver,0
2919,3000000,,2013-08-07,85,194147,Franchise,Science Fiction,Etats-Unis,Jason Blum,,192,American Nightmare,0.3448275862068966,Été,3
2920,50000000,,2002-06-05,125,193712,,Drame,Etats-Unis,,Remake,399,Infidèle,0.0,Été,2
2921,6896779,,2017-04-26,94,190886,,Comédie,France,,,309,Jour J,0.0,Printemps,2
2922,0,Jerry Goldsmith,1997-02-19,93,191132,,Comédie,Etats-Unis,,,267,Créatures féroces,0.0,Hiver,0
2923,35000000,James Newton Howard,2010-03-31,109,191170,Franchise,Film familial,Etats-Unis,,,459,Nanny McPhee et le big bang,0.2413793103448276,Printemps,2
2924,65000000,,2000-01-26,118,191343,,Thriller,Etats-Unis,,,403,Bone Collector,0.4482758620689655,Hiver,3
2925,55000000,Jerry Goldsmith,1997-02-12,110,191154,,Aventure - Action,Etats-Unis,,,255,L'Ombre et la proie,0.0,Hiver,0
2926,50000000,,2018-02-07,89,191950,,Animation,Grande-Bretagne,,,537,Cro Man,0.2758620689655172,Hiver,2
2927,25000000,,1999-03-10,123,192326,,Romance,Etats-Unis,,,230,Shakespeare in Love,0.5862068965517241,Printemps,0
2928,7990000,,2006-11-08,91,191986,,Romance,France,,,331,Désaccord parfait,0.0,Automne,1
2929,11470000,,2011-09-28,110,190939,,Comédie,France,,,373,Un heureux événement,0.0689655172413793,Automne,2
2930,37000000,,2004-08-04,98,190937,,Romance,Etats-Unis,,,232,30 ans sinon rien,0.0,Été,1
2931,20000000,,2008-06-25,107,192341,,Thriller,Etats-Unis,,,233,Au bout de la nuit,0.3103448275862069,Été,3
2932,6790000,,2019-05-29,95,192777,,Comédie,France,,,377,Venise n'est pas en Italie,0.1379310344827586,Printemps,2
2933,6200000,,2016-08-10,99,193222,Franchise,Comédie,France,,,372,C'est quoi cette famille?!,0.0,Été,2
2934,41000000,,2001-11-14,132,194347,,Aventure - Action,Etats-Unis,,,451,Chevalier,0.0,Automne,3
2935,8006013,,2015-08-19,93,193422,,Aventure - Action,France,,,283,Antigang,0.0,Été,2
2936,0,,2015-10-07,98,194469,,Comédie,France,,,332,L'Etudiante et Monsieur Henri,0.0,Automne,2
2937,30000000,,2005-03-02,110,194391,,Aventure - Action,Etats-Unis,,Remake,357,Assaut sur le central 13,0.3448275862068966,Printemps,0
2938,60000000,- Junkie XL,2017-08-09,94,193407,,Fantasy,Etats-Unis,Ron Howard,,290,La Tour sombre,0.3448275862068966,Été,3
2939,34000000,,2020-08-05,119,193402,,Catastrophe,Etats-Unis,,,492,Greenland - Le dernier refuge,0.1379310344827586,Été,0
2940,0,,2022-10-12,100,192906,,Comédie,France,,,353,L'Innocent (2022),0.2068965517241379,Automne,2
2941,49874933,,2013-09-11,129,192897,,Comédie dramatique,Etats-Unis,Michael Bay,,254,No Pain No Gain,0.4482758620689655,Automne,3
2942,85000000,,2011-11-23,98,192853,,Animation,Etats-Unis,,,475,Mission : Noël Les aventures de la famille Noël,0.0344827586206896,Automne,3
2943,17000000,,2010-05-05,140,192641,,Thriller,Etats-Unis,,,220,L'Elite de Brooklyn,0.3448275862068966,Printemps,0
2944,20000000,,2010-11-03,76,192469,Franchise,Comédie,Etats-Unis,,,166,Jackass 3-D,0.0,Automne,3
2945,0,,2023-03-01,121,192422,,Drame,France,,,472,La Syndicaliste,1.0,Printemps,2
2946,5143810,,2013-04-03,96,198795,,Comédie,France,,,344,Amour & Turbulences,0.0689655172413793,Printemps,3
2947,100000000,,2018-03-14,115,198760,,Fantasy,Etats-Unis,,,363,Un raccourci dans le temps,0.0,Printemps,3
2948,80000000,Eric Serra,2002-03-13,99,198744,,Aventure - Action,Etats-Unis,,Remake,358,Rollerball (2002),0.0,Printemps,3
2949,7700000,,2002-10-23,116,194738,,Aventure - Action,France,,,399,La Mentale,0.0,Automne,2
2950,2530879,,2010-11-24,100,195141,,Comédie,France,,,213,Le Nom des gens,0.0,Automne,2
2951,6000000,,2006-08-16,105,195631,,Comédie,France,,,244,La Science des rêves,0.1379310344827586,Été,1
2952,10000000,,2000-11-15,103,195678,,Comédie,Grande-Bretagne,,,222,Snatch,0.4827586206896552,Automne,3
2953,68000000,,1996-01-17,103,195841,,Thriller,Etats-Unis,,,311,Money Train,0.0,Hiver,3
2954,19555374,,2014-02-05,94,195432,,Animation,France,Luc Besson,,380,Jack et la mécanique du cœur,0.0,Hiver,2
2955,0,,2012-09-12,115,195628,,Thriller,Etats-Unis,,,309,Des hommes sans loi,0.3448275862068966,Automne,0
